filename,label,symmetry
real_1.npy,real,0.0049459899043165
real_10.npy,real,0.0039365178460827
real_10001.npy,real,0.0040776442771896
real_10003.npy,real,0.0041166266468778
real_10005.npy,real,0.0048230070704512
real_10009.npy,real,0.0041032077681971
real_10010.npy,real,0.0046572401151652
real_10011.npy,real,0.0048679903286399
real_10012.npy,real,0.0040835457708485
real_1002.npy,real,0.0040586147359851
real_10021.npy,real,0.0053316754842704
real_10022.npy,real,0.0031371629483967
real_10030.npy,real,0.0046170701468452
real_10031.npy,real,0.0044489044215761
real_10033.npy,real,0.0044397780933704
real_10037.npy,real,0.0045911368247001
real_10039.npy,real,0.004517321015779
real_1004.npy,real,0.0039800065317202
real_10041.npy,real,0.004207989273451
real_10042.npy,real,0.0041998568581015
real_10044.npy,real,0.0045164878502018
real_10045.npy,real,0.0050423675400952
real_10052.npy,real,0.0046921867119074
real_10053.npy,real,0.004554348882315
real_10054.npy,real,0.0051068533184193
real_10055.npy,real,0.0054579299364
real_10056.npy,real,0.0036708475263175
real_10057.npy,real,0.0041806841868027
real_10058.npy,real,0.0040347288242705
real_10061.npy,real,0.0037249199252738
real_10066.npy,real,0.0045581495993313
real_10067.npy,real,0.004393185897282
real_10068.npy,real,0.0047854596275255
real_10069.npy,real,0.004193843991754
real_10074.npy,real,0.0046859198272021
real_10075.npy,real,0.00457980415411
real_10077.npy,real,0.0039573825918428
real_10079.npy,real,0.0040413066810647
real_10080.npy,real,0.0033342627450028
real_10087.npy,real,0.0060744273973589
real_10088.npy,real,0.0040575411246143
real_1009.npy,real,0.0043159859202419
real_10090.npy,real,0.0051609146201876
real_10091.npy,real,0.0048015070771783
real_10095.npy,real,0.0020909042250043
real_10097.npy,real,0.0037366997522242
real_10099.npy,real,0.0045302944200411
real_10100.npy,real,0.0038043247027863
real_10101.npy,real,0.0036789419502816
real_10106.npy,real,0.0052735950459051
real_10109.npy,real,0.0050608954981009
real_10110.npy,real,0.0041183790482889
real_10111.npy,real,0.0045702803368868
real_10112.npy,real,0.0055090743599267
real_10114.npy,real,0.0043410318234426
real_10118.npy,real,0.004842458109695
real_10119.npy,real,0.0045180619952043
real_10132.npy,real,0.0043432107446928
real_10134.npy,real,0.0042970952786896
real_10139.npy,real,0.0051309863569301
real_1014.npy,real,0.0046688530673394
real_10140.npy,real,0.0047818848419854
real_10147.npy,real,0.0052560638742706
real_10150.npy,real,0.0040768956330415
real_10152.npy,real,0.0045521677770356
real_10154.npy,real,0.0042118856624155
real_10155.npy,real,0.0042367152324763
real_10156.npy,real,0.0034739248035285
real_10157.npy,real,0.0019508595413497
real_10164.npy,real,0.0046139092352187
real_10169.npy,real,0.0046061825798383
real_10173.npy,real,0.0045456432435876
real_10176.npy,real,0.0052292657028953
real_10182.npy,real,0.00432096036998
real_10183.npy,real,0.0049450782000392
real_10184.npy,real,0.0043092996329138
real_10185.npy,real,0.0042869313889252
real_10189.npy,real,0.0047627186934908
real_1019.npy,real,0.0033448570228919
real_10190.npy,real,0.0028757192227865
real_10198.npy,real,0.0042829017882153
real_10201.npy,real,0.004611838417089
real_10202.npy,real,0.0047353839817543
real_10207.npy,real,0.0044187435169717
real_10208.npy,real,0.004465090275656
real_10211.npy,real,0.0046553130482749
real_10212.npy,real,0.0041536886455202
real_10215.npy,real,0.004523352065169
real_10218.npy,real,0.0043151383422098
real_10219.npy,real,0.0039422257628873
real_1022.npy,real,0.0036409327798832
real_10222.npy,real,0.0030592521071057
real_10228.npy,real,0.0044285252217467
real_10230.npy,real,0.0047104568261537
real_10231.npy,real,0.0041674659438672
real_10233.npy,real,0.0046671157901652
real_10234.npy,real,0.0052590588699256
real_1024.npy,real,0.005046818910829
real_10240.npy,real,0.0046356727384865
real_10242.npy,real,0.0046066735646442
real_10246.npy,real,0.0043099025369
real_1025.npy,real,0.0046995734551303
real_10250.npy,real,0.0056525306932861
real_10253.npy,real,0.0053076872558517
real_10254.npy,real,0.0043815226664166
real_10256.npy,real,0.0048472004478511
real_10258.npy,real,0.0057727856419732
real_10259.npy,real,0.0047304306539544
real_10261.npy,real,0.0034774218936826
real_10266.npy,real,0.0046993648993764
real_10267.npy,real,0.0043905482255968
real_10268.npy,real,0.0054235997310114
real_10269.npy,real,0.0047548681518217
real_10272.npy,real,0.0053475167115452
real_10276.npy,real,0.0049599102933526
real_10277.npy,real,0.004967345852397
real_10278.npy,real,0.0046333226012377
real_10279.npy,real,0.0049497027121833
real_1028.npy,real,0.0061584531610987
real_10282.npy,real,0.0048582819905572
real_10283.npy,real,0.0040703117780991
real_10285.npy,real,0.0054969255985604
real_10286.npy,real,0.0049093163075481
real_10291.npy,real,0.0046277366723998
real_10292.npy,real,0.0050774572978146
real_10295.npy,real,0.0044299653493856
real_10296.npy,real,0.0040227470484124
real_10297.npy,real,0.0025777230430001
real_10300.npy,real,0.0048686860140832
real_10301.npy,real,0.0031353526288029
real_10302.npy,real,0.0051903192272049
real_10303.npy,real,0.0044811831546779
real_10305.npy,real,0.0044644197775998
real_10307.npy,real,0.0042855078766152
real_10311.npy,real,0.0043474134036291
real_10318.npy,real,0.0038690023785669
real_10320.npy,real,0.0047098793655795
real_10321.npy,real,0.0053099435505554
real_10323.npy,real,0.0045705680636404
real_10325.npy,real,0.0042568289316255
real_10327.npy,real,0.0038938628642226
real_10331.npy,real,0.0040602267543303
real_10333.npy,real,0.0045421090651629
real_10336.npy,real,0.0039626508933006
real_10337.npy,real,0.0043141702936581
real_1034.npy,real,0.0043138477557676
real_10344.npy,real,0.0041466184043796
real_10347.npy,real,0.0039765928950546
real_10349.npy,real,0.0051153081231102
real_10351.npy,real,0.0041042139677924
real_10352.npy,real,0.0037490152489307
real_10353.npy,real,0.0041091864348058
real_1036.npy,real,0.0041049430579884
real_10364.npy,real,0.0044084239407609
real_10376.npy,real,0.0044832183559116
real_10377.npy,real,0.0039651521219291
real_1038.npy,real,0.0042855473994499
real_10380.npy,real,0.0045379728034901
real_10389.npy,real,0.004091122131551
real_1039.npy,real,0.0044083809146116
real_10391.npy,real,0.0043014848680021
real_10398.npy,real,0.0028333628920818
real_10400.npy,real,0.0050631769838074
real_10401.npy,real,0.0051249548051047
real_10404.npy,real,0.0046052010817359
real_10405.npy,real,0.0050273589773867
real_10407.npy,real,0.0043752841074755
